"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Lloc_de_naixement","Nombre"
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Extremadura",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Extremadura",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Extremadura",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Extremadura",3
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Extremadura",1
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Extremadura",3
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Extremadura",0
2019,6,"Gràcia",29,"el Coll","Extremadura",0
2019,6,"Gràcia",30,"la Salut","Extremadura",1
2019,6,"Gràcia",31,"la Vila de Gràcia","Extremadura",0
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Extremadura",3
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Extremadura",0
2019,7,"Horta-Guinardó",34,"Can Baró","Extremadura",1
2019,7,"Horta-Guinardó",35,"el Guinardó","Extremadura",1
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Extremadura",0
2019,7,"Horta-Guinardó",37,"el Carmel","Extremadura",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Extremadura",3
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Extremadura",1
2019,7,"Horta-Guinardó",40,"Montbau","Extremadura",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Extremadura",0
2019,7,"Horta-Guinardó",42,"la Clota","Extremadura",0
2019,7,"Horta-Guinardó",43,"Horta","Extremadura",1
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Extremadura",0
2019,8,"Nou Barris",45,"Porta","Extremadura",4
2019,8,"Nou Barris",46,"el Turó de la Peira","Extremadura",0
2019,8,"Nou Barris",47,"Can Peguera","Extremadura",1
2019,8,"Nou Barris",48,"la Guineueta","Extremadura",1
2019,8,"Nou Barris",49,"Canyelles","Extremadura",1
2019,8,"Nou Barris",50,"les Roquetes","Extremadura",5
2019,8,"Nou Barris",51,"Verdun","Extremadura",0
2019,8,"Nou Barris",52,"la Prosperitat","Extremadura",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Extremadura",0
2019,8,"Nou Barris",54,"Torre Baró","Extremadura",1
2019,8,"Nou Barris",55,"Ciutat Meridiana","Extremadura",2
2019,8,"Nou Barris",56,"Vallbona","Extremadura",1
2019,9,"Sant Andreu",57,"la Trinitat Vella","Extremadura",1
2019,9,"Sant Andreu",58,"Baró de Viver","Extremadura",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Extremadura",1
2019,9,"Sant Andreu",60,"Sant Andreu","Extremadura",4
2019,9,"Sant Andreu",61,"la Sagrera","Extremadura",4
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Extremadura",3
2019,9,"Sant Andreu",63,"Navas","Extremadura",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Extremadura",3
2019,10,"Sant Martí",65,"el Clot","Extremadura",1
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Extremadura",1
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Extremadura",0
2019,10,"Sant Martí",68,"el Poblenou","Extremadura",5
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Extremadura",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Extremadura",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Extremadura",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Extremadura",1
2019,10,"Sant Martí",73,"la Verneda i la Pau","Extremadura",1
2019,1,"Ciutat Vella",1,"el Raval","Galícia",17
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Galícia",3
2019,1,"Ciutat Vella",3,"la Barceloneta","Galícia",5
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Galícia",11
2019,2,"Eixample",5,"el Fort Pienc","Galícia",3
2019,2,"Eixample",6,"la Sagrada Família","Galícia",9
2019,2,"Eixample",7,"la Dreta de l'Eixample","Galícia",7
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Galícia",3
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Galícia",15
2019,2,"Eixample",10,"Sant Antoni","Galícia",7
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Galícia",13
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Galícia",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Galícia",3
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Galícia",2
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Galícia",5
2019,3,"Sants-Montjuïc",16,"la Bordeta","Galícia",2
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Galícia",3
2019,3,"Sants-Montjuïc",18,"Sants","Galícia",6
2019,4,"Les Corts",19,"les Corts","Galícia",8
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Galícia",8
2019,4,"Les Corts",21,"Pedralbes","Galícia",2
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Galícia",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Galícia",4
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Galícia",1
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Galícia",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Galícia",4
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Galícia",2
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Galícia",4
2019,6,"Gràcia",29,"el Coll","Galícia",0
2019,6,"Gràcia",30,"la Salut","Galícia",1
2019,6,"Gràcia",31,"la Vila de Gràcia","Galícia",14
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Galícia",4
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Galícia",2
2019,7,"Horta-Guinardó",34,"Can Baró","Galícia",1
2019,7,"Horta-Guinardó",35,"el Guinardó","Galícia",2
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Galícia",2
2019,7,"Horta-Guinardó",37,"el Carmel","Galícia",6
2019,7,"Horta-Guinardó",38,"la Teixonera","Galícia",1
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Galícia",0
2019,7,"Horta-Guinardó",40,"Montbau","Galícia",2
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Galícia",0
2019,7,"Horta-Guinardó",42,"la Clota","Galícia",0
2019,7,"Horta-Guinardó",43,"Horta","Galícia",5
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Galícia",4
2019,8,"Nou Barris",45,"Porta","Galícia",1
2019,8,"Nou Barris",46,"el Turó de la Peira","Galícia",3
2019,8,"Nou Barris",47,"Can Peguera","Galícia",0
2019,8,"Nou Barris",48,"la Guineueta","Galícia",0
2019,8,"Nou Barris",49,"Canyelles","Galícia",0
2019,8,"Nou Barris",50,"les Roquetes","Galícia",3
2019,8,"Nou Barris",51,"Verdun","Galícia",1
2019,8,"Nou Barris",52,"la Prosperitat","Galícia",3
2019,8,"Nou Barris",53,"la Trinitat Nova","Galícia",0
2019,8,"Nou Barris",54,"Torre Baró","Galícia",2
2019,8,"Nou Barris",55,"Ciutat Meridiana","Galícia",0
2019,8,"Nou Barris",56,"Vallbona","Galícia",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Galícia",1
2019,9,"Sant Andreu",58,"Baró de Viver","Galícia",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Galícia",0
2019,9,"Sant Andreu",60,"Sant Andreu","Galícia",2
2019,9,"Sant Andreu",61,"la Sagrera","Galícia",4
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Galícia",0
2019,9,"Sant Andreu",63,"Navas","Galícia",2
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Galícia",7
2019,10,"Sant Martí",65,"el Clot","Galícia",4
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Galícia",1
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Galícia",0
2019,10,"Sant Martí",68,"el Poblenou","Galícia",7
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Galícia",1
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Galícia",1
2019,10,"Sant Martí",71,"Provençals del Poblenou","Galícia",3
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Galícia",2
2019,10,"Sant Martí",73,"la Verneda i la Pau","Galícia",2
2019,1,"Ciutat Vella",1,"el Raval","Comunitat de Madrid",13
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Comunitat de Madrid",5
2019,1,"Ciutat Vella",3,"la Barceloneta","Comunitat de Madrid",7
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Comunitat de Madrid",11
2019,2,"Eixample",5,"el Fort Pienc","Comunitat de Madrid",5
2019,2,"Eixample",6,"la Sagrada Família","Comunitat de Madrid",9
2019,2,"Eixample",7,"la Dreta de l'Eixample","Comunitat de Madrid",7
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Comunitat de Madrid",8
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Comunitat de Madrid",9
2019,2,"Eixample",10,"Sant Antoni","Comunitat de Madrid",7
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Comunitat de Madrid",13
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Comunitat de Madrid",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Comunitat de Madrid",5
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Comunitat de Madrid",1
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Comunitat de Madrid",4
2019,3,"Sants-Montjuïc",16,"la Bordeta","Comunitat de Madrid",2
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Comunitat de Madrid",1
2019,3,"Sants-Montjuïc",18,"Sants","Comunitat de Madrid",11
2019,4,"Les Corts",19,"les Corts","Comunitat de Madrid",8
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Comunitat de Madrid",8
2019,4,"Les Corts",21,"Pedralbes","Comunitat de Madrid",2
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Comunitat de Madrid",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Comunitat de Madrid",2
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Comunitat de Madrid",3
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Comunitat de Madrid",1
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Comunitat de Madrid",8
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Comunitat de Madrid",5
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Comunitat de Madrid",1
2019,6,"Gràcia",29,"el Coll","Comunitat de Madrid",0
2019,6,"Gràcia",30,"la Salut","Comunitat de Madrid",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Comunitat de Madrid",9
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Comunitat de Madrid",12
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Comunitat de Madrid",5
2019,7,"Horta-Guinardó",34,"Can Baró","Comunitat de Madrid",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Comunitat de Madrid",3
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Comunitat de Madrid",1
2019,7,"Horta-Guinardó",37,"el Carmel","Comunitat de Madrid",5
2019,7,"Horta-Guinardó",38,"la Teixonera","Comunitat de Madrid",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Comunitat de Madrid",1
2019,7,"Horta-Guinardó",40,"Montbau","Comunitat de Madrid",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Comunitat de Madrid",0
2019,7,"Horta-Guinardó",42,"la Clota","Comunitat de Madrid",0
2019,7,"Horta-Guinardó",43,"Horta","Comunitat de Madrid",2
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Comunitat de Madrid",1
2019,8,"Nou Barris",45,"Porta","Comunitat de Madrid",3
2019,8,"Nou Barris",46,"el Turó de la Peira","Comunitat de Madrid",0
2019,8,"Nou Barris",47,"Can Peguera","Comunitat de Madrid",0
2019,8,"Nou Barris",48,"la Guineueta","Comunitat de Madrid",0
2019,8,"Nou Barris",49,"Canyelles","Comunitat de Madrid",0
2019,8,"Nou Barris",50,"les Roquetes","Comunitat de Madrid",3
2019,8,"Nou Barris",51,"Verdun","Comunitat de Madrid",1
2019,8,"Nou Barris",52,"la Prosperitat","Comunitat de Madrid",1
2019,8,"Nou Barris",53,"la Trinitat Nova","Comunitat de Madrid",1
2019,8,"Nou Barris",54,"Torre Baró","Comunitat de Madrid",1
2019,8,"Nou Barris",55,"Ciutat Meridiana","Comunitat de Madrid",0
2019,8,"Nou Barris",56,"Vallbona","Comunitat de Madrid",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Comunitat de Madrid",0
2019,9,"Sant Andreu",58,"Baró de Viver","Comunitat de Madrid",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Comunitat de Madrid",2
2019,9,"Sant Andreu",60,"Sant Andreu","Comunitat de Madrid",3
2019,9,"Sant Andreu",61,"la Sagrera","Comunitat de Madrid",3
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Comunitat de Madrid",2
2019,9,"Sant Andreu",63,"Navas","Comunitat de Madrid",2
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Comunitat de Madrid",2
2019,10,"Sant Martí",65,"el Clot","Comunitat de Madrid",1
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Comunitat de Madrid",1
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Comunitat de Madrid",0
2019,10,"Sant Martí",68,"el Poblenou","Comunitat de Madrid",5
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Comunitat de Madrid",5
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Comunitat de Madrid",2
2019,10,"Sant Martí",71,"Provençals del Poblenou","Comunitat de Madrid",4
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Comunitat de Madrid",4
2019,10,"Sant Martí",73,"la Verneda i la Pau","Comunitat de Madrid",3
2019,1,"Ciutat Vella",1,"el Raval","Regió de Múrcia",5
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Regió de Múrcia",0
2019,1,"Ciutat Vella",3,"la Barceloneta","Regió de Múrcia",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Regió de Múrcia",2
2019,2,"Eixample",5,"el Fort Pienc","Regió de Múrcia",1
2019,2,"Eixample",6,"la Sagrada Família","Regió de Múrcia",3
2019,2,"Eixample",7,"la Dreta de l'Eixample","Regió de Múrcia",2
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Regió de Múrcia",2
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Regió de Múrcia",2
2019,2,"Eixample",10,"Sant Antoni","Regió de Múrcia",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Regió de Múrcia",2
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Regió de Múrcia",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Regió de Múrcia",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Regió de Múrcia",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Regió de Múrcia",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Regió de Múrcia",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Regió de Múrcia",2
2019,3,"Sants-Montjuïc",18,"Sants","Regió de Múrcia",1
2019,4,"Les Corts",19,"les Corts","Regió de Múrcia",2
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Regió de Múrcia",0
2019,4,"Les Corts",21,"Pedralbes","Regió de Múrcia",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Regió de Múrcia",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Regió de Múrcia",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Regió de Múrcia",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Regió de Múrcia",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Regió de Múrcia",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Regió de Múrcia",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Regió de Múrcia",0
2019,6,"Gràcia",29,"el Coll","Regió de Múrcia",0
2019,6,"Gràcia",30,"la Salut","Regió de Múrcia",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Regió de Múrcia",1
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Regió de Múrcia",2
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Regió de Múrcia",2
2019,7,"Horta-Guinardó",34,"Can Baró","Regió de Múrcia",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Regió de Múrcia",2
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Regió de Múrcia",0
2019,7,"Horta-Guinardó",37,"el Carmel","Regió de Múrcia",1
2019,7,"Horta-Guinardó",38,"la Teixonera","Regió de Múrcia",1
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Regió de Múrcia",0
2019,7,"Horta-Guinardó",40,"Montbau","Regió de Múrcia",1
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Regió de Múrcia",0
2019,7,"Horta-Guinardó",42,"la Clota","Regió de Múrcia",0
2019,7,"Horta-Guinardó",43,"Horta","Regió de Múrcia",1
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Regió de Múrcia",0
2019,8,"Nou Barris",45,"Porta","Regió de Múrcia",1
2019,8,"Nou Barris",46,"el Turó de la Peira","Regió de Múrcia",0
2019,8,"Nou Barris",47,"Can Peguera","Regió de Múrcia",1
2019,8,"Nou Barris",48,"la Guineueta","Regió de Múrcia",0
2019,8,"Nou Barris",49,"Canyelles","Regió de Múrcia",0
2019,8,"Nou Barris",50,"les Roquetes","Regió de Múrcia",0
2019,8,"Nou Barris",51,"Verdun","Regió de Múrcia",0
2019,8,"Nou Barris",52,"la Prosperitat","Regió de Múrcia",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Regió de Múrcia",1
2019,8,"Nou Barris",54,"Torre Baró","Regió de Múrcia",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Regió de Múrcia",0
2019,8,"Nou Barris",56,"Vallbona","Regió de Múrcia",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Regió de Múrcia",0
2019,9,"Sant Andreu",58,"Baró de Viver","Regió de Múrcia",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Regió de Múrcia",1
2019,9,"Sant Andreu",60,"Sant Andreu","Regió de Múrcia",0
2019,9,"Sant Andreu",61,"la Sagrera","Regió de Múrcia",1
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Regió de Múrcia",0
2019,9,"Sant Andreu",63,"Navas","Regió de Múrcia",1
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Regió de Múrcia",2
2019,10,"Sant Martí",65,"el Clot","Regió de Múrcia",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Regió de Múrcia",1
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Regió de Múrcia",0
2019,10,"Sant Martí",68,"el Poblenou","Regió de Múrcia",5
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Regió de Múrcia",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Regió de Múrcia",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Regió de Múrcia",1
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Regió de Múrcia",0
2019,10,"Sant Martí",73,"la Verneda i la Pau","Regió de Múrcia",1
2019,1,"Ciutat Vella",1,"el Raval","Comunitat Foral de Navarra",2
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Comunitat Foral de Navarra",1
2019,1,"Ciutat Vella",3,"la Barceloneta","Comunitat Foral de Navarra",1
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Comunitat Foral de Navarra",1
2019,2,"Eixample",5,"el Fort Pienc","Comunitat Foral de Navarra",1
2019,2,"Eixample",6,"la Sagrada Família","Comunitat Foral de Navarra",0
2019,2,"Eixample",7,"la Dreta de l'Eixample","Comunitat Foral de Navarra",2
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Comunitat Foral de Navarra",0
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Comunitat Foral de Navarra",3
2019,2,"Eixample",10,"Sant Antoni","Comunitat Foral de Navarra",4
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Comunitat Foral de Navarra",1
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Comunitat Foral de Navarra",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Comunitat Foral de Navarra",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Comunitat Foral de Navarra",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Comunitat Foral de Navarra",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Comunitat Foral de Navarra",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Comunitat Foral de Navarra",0
2019,3,"Sants-Montjuïc",18,"Sants","Comunitat Foral de Navarra",0
2019,4,"Les Corts",19,"les Corts","Comunitat Foral de Navarra",1
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Comunitat Foral de Navarra",0
2019,4,"Les Corts",21,"Pedralbes","Comunitat Foral de Navarra",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Comunitat Foral de Navarra",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Comunitat Foral de Navarra",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Comunitat Foral de Navarra",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Comunitat Foral de Navarra",1
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Comunitat Foral de Navarra",2
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Comunitat Foral de Navarra",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Comunitat Foral de Navarra",1
2019,6,"Gràcia",29,"el Coll","Comunitat Foral de Navarra",0
2019,6,"Gràcia",30,"la Salut","Comunitat Foral de Navarra",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Comunitat Foral de Navarra",0
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Comunitat Foral de Navarra",1
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Comunitat Foral de Navarra",1
2019,7,"Horta-Guinardó",34,"Can Baró","Comunitat Foral de Navarra",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Comunitat Foral de Navarra",1
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Comunitat Foral de Navarra",0
2019,7,"Horta-Guinardó",37,"el Carmel","Comunitat Foral de Navarra",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Comunitat Foral de Navarra",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Comunitat Foral de Navarra",0
2019,7,"Horta-Guinardó",40,"Montbau","Comunitat Foral de Navarra",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Comunitat Foral de Navarra",0
2019,7,"Horta-Guinardó",42,"la Clota","Comunitat Foral de Navarra",0
2019,7,"Horta-Guinardó",43,"Horta","Comunitat Foral de Navarra",1
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",45,"Porta","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Comunitat Foral de Navarra",1
2019,8,"Nou Barris",47,"Can Peguera","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",48,"la Guineueta","Comunitat Foral de Navarra",1
2019,8,"Nou Barris",49,"Canyelles","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",50,"les Roquetes","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",51,"Verdun","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",52,"la Prosperitat","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",54,"Torre Baró","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Comunitat Foral de Navarra",0
2019,8,"Nou Barris",56,"Vallbona","Comunitat Foral de Navarra",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Comunitat Foral de Navarra",0
2019,9,"Sant Andreu",58,"Baró de Viver","Comunitat Foral de Navarra",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Comunitat Foral de Navarra",0
2019,9,"Sant Andreu",60,"Sant Andreu","Comunitat Foral de Navarra",1
2019,9,"Sant Andreu",61,"la Sagrera","Comunitat Foral de Navarra",0
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Comunitat Foral de Navarra",0
2019,9,"Sant Andreu",63,"Navas","Comunitat Foral de Navarra",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Comunitat Foral de Navarra",1
2019,10,"Sant Martí",65,"el Clot","Comunitat Foral de Navarra",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Comunitat Foral de Navarra",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Comunitat Foral de Navarra",0
2019,10,"Sant Martí",68,"el Poblenou","Comunitat Foral de Navarra",2
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Comunitat Foral de Navarra",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Comunitat Foral de Navarra",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Comunitat Foral de Navarra",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Comunitat Foral de Navarra",1
2019,10,"Sant Martí",73,"la Verneda i la Pau","Comunitat Foral de Navarra",0
2019,1,"Ciutat Vella",1,"el Raval","País Basc",5
2019,1,"Ciutat Vella",2,"el Barri Gòtic","País Basc",2
2019,1,"Ciutat Vella",3,"la Barceloneta","País Basc",2
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","País Basc",0
2019,2,"Eixample",5,"el Fort Pienc","País Basc",2
2019,2,"Eixample",6,"la Sagrada Família","País Basc",1
2019,2,"Eixample",7,"la Dreta de l'Eixample","País Basc",5
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","País Basc",4
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","País Basc",4
2019,2,"Eixample",10,"Sant Antoni","País Basc",2
2019,3,"Sants-Montjuïc",11,"el Poble Sec","País Basc",7
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","País Basc",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","País Basc",2
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","País Basc",1
2019,3,"Sants-Montjuïc",15,"Hostafrancs","País Basc",1
2019,3,"Sants-Montjuïc",16,"la Bordeta","País Basc",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","País Basc",1
